Year,Volcanic Explosivity Index,Volcano Type,Flag Tsunami,Flag Earthquake,Name and country
1939,Historical,Volcán Complejo,False,False,Dieng Volc Complex (Indonesia)
1952,Holocene,Volcán Submarino,True,False,Myojun Knoll (Japan)
1952,Fumarolic,Volcán Compuesto,False,False,Ambalatungan Group (Philippines)
1961,Historical,Estratovolcán,False,False,Calbuco (Chile)
1978,Historical,Estratovolcán,False,False,Semeru (Indonesia)
1984,Radiocarbon,Pero,False,False,Oku Volc Field (Cameroon)
1986,Historical,Estratovolcán,False,False,Stromboli (Italy)
1987,Historical,Volcán Complejo,False,True,Sirung (Indonesia)
1993,Historical,Volcán En Escudo,False,False,Kilauea (United States)
1996,Historical,Estratovolcán,False,False,Popocatepetl (Mexico)
2006,Historical,Estratovolcán,False,False,Tungurahua (Ecuador)
2010,Holocene,Estratovolcán,False,False,Sinabung (Indonesia)
2016,Tephrochronology,Caldera,False,False,Yellowstone (United States)
50,Historical,Escudo Piroclástico,False,False,Ambrym (Vanuatu)
590,Historical,Estratovolcán,False,False,San Salvador (El Salvador)
1302,Historical,Volcán Complejo,False,False,Ischia (Italy)
1568,Historical,Estratovolcán,False,False,Savo (Solomon Is.)
1570,Holocene,Estratovolcán,False,False,Mombacho (Nicaragua)
1663,Historical,Estratovolcán,False,False,Usu (Japan)
1693,Historical,Estratovolcán,False,True,Etna (Italy)
1755,Historical,Volcán Subglacial,False,False,Katla (Iceland)
1843,Historical,Estratovolcán,False,False,Lamongan (Indonesia)
1872,Historical,Volcán Complejo,False,False,Vesuvius (Italy)
1878,Historical,Volcán En Escudo,True,True,Okmok (United States)
1913,Historical,Escudo Piroclástico,False,False,Ambrym (Vanuatu)
1949,Historical,Estratovolcán,False,False,Purace (Colombia)
1957,Historical,Caldera,False,False,Aso (Japan)
1963,Historical,Estratovolcán,False,False,Irazu (Costa Rica)
1971,Historical,Estratovolcán,False,False,Fuego (Guatemala)
1992,Historical,Cono De Ceniza,False,False,"Negro, Cerro (Nicaragua)"
1997,Holocene,Estratovolcán,False,False,Hakkoda Group (Japan)
1997,Historical,Estratovolcán,False,False,Adatara (Japan)
1997,Historical,Caldera,False,False,Aso (Japan)
2004,Historical,Estratovolcán,False,False,Egon (Indonesia)
2013,Historical,Estratovolcán,False,False,Paluweh (Indonesia)
2013,Historical,Estratovolcán,False,False,Sakura-jima (Japan)
2015,Historical,Estratovolcán,False,False,Karangetang [Api Siau] (Indonesia)
-1460,Radiocarbon,Caldera,False,False,Taupo (New Zealand)
1000,Historical,Estratovolcán,False,False,Changbaishan (North Korea)
1727,Historical,Estratovolcán,False,False,Oraefajokull (Iceland)
1826,Historical,Estratovolcán,False,False,Kelut (Indonesia)
1868,Historical,Volcán En Escudo,True,True,Mauna Loa (United States)
1869,Historical,Estratovolcán,False,False,Lewotobi (Indonesia)
1895,Anthropology,Caldera,False,False,Dakataua (Papua New Guinea)
1900,Historical,Estratovolcán,False,False,Adatara (Japan)
1900,Anthropology,Cono De Piedra Pómez,False,False,Tullu Moje (Ethiopia)
1902,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1907,Historical,Estratovolcán,False,False,Lewotobi (Indonesia)
1913,Historical,Estratovolcán,True,True,Awu (Indonesia)
1930,Historical,Volcán Complejo,False,False,Asama (Japan)
1932,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1938,Historical,Volcán En Escudo,True,False,"Nyamuragira (Congo, DRC)"
1938,Historical,Estratovolcán,False,False,Mayon (Philippines)
1954,Historical,Estratovolcán,False,False,Camiguin (Philippines)
1958,Historical,Estratovolcán,False,False,Mahawu (Indonesia)
1961,Historical,Estratovolcán,False,False,Tate-yama (Japan)
1964,Historical,Estratovolcán,False,False,Paluweh (Indonesia)
1992,Historical,Estratovolcán,False,False,Spurr (United States)
1995,Historical,Estratovolcán,False,False,Parker (Philippines)
1998,Historical,Estratovolcán,False,False,Kelut (Indonesia)
2000,Historical,Estratovolcán,False,False,Arenal (Costa Rica)
2010,Historical,Volcán Complejo,False,False,Pacaya (Guatemala)
2010,Historical,Estratovolcán,False,False,Merapi (Indonesia)
2011,Historical,Estratovolcán,False,False,Lokon-Empung (Indonesia)
2013,Historical,Estratovolcán,False,False,Merapi (Indonesia)
2016,Historical,Estratovolcán,False,False,Rinjani (Indonesia)
2018,Historical,Volcán En Escudo,False,False,Kilauea (United States)
-4050,Historical,Caldera,False,False,Masaya (Nicaragua)
-2420,Historical,Volcán Complejo,False,False,Vesuvius (Italy)
79,Historical,Volcán Complejo,True,True,Vesuvius (Italy)
1375,Historical,Cono De Toba,False,False,"Chichon, El (Mexico)"
1376,Historical,Estratovolcán,False,False,Kelut (Indonesia)
1538,Historical,Caldera,False,False,Campi Flegrei (Italy)
1664,Historical,Volcán Complejo,False,False,Unzen (Japan)
1698,Historical,Estratovolcán,False,False,Cotopaxi (Ecuador)
1775,Historical,Estratovolcán,False,False,Gamalama (Indonesia)
1800,Historical,Estratovolcán,False,False,Mayon (Philippines)
1822,Historical,Estratovolcán,False,False,Usu (Japan)
1822,Historical,Estratovolcán,False,False,Galunggung (Indonesia)
1840,Historical,Estratovolcán,True,False,Gamalama (Indonesia)
1874,Historical,Estratovolcán,False,False,Miyake-jima (Japan)
1911,Historical,Volcán De Lodo,True,False,Piparo (Trinidad)
1911,Historical,Estratovolcán,False,False,Semeru (Indonesia)
1916,Historical,Estratovolcán,True,False,Stromboli (Italy)
1928,Historical,Volcán Complejo,False,False,Dieng Volc Complex (Indonesia)
1933,Historical,Estratovolcán,True,False,Bulusan (Philippines)
1944,Historical,Estratovolcán,False,False,Usu (Japan)
1953,Historical,Estratovolcán,False,False,Ruapehu (New Zealand)
1966,Historical,Estratovolcán,False,False,Kelut (Indonesia)
1966,Historical,Estratovolcán,False,False,"Lengai, Ol Doinyo (Tanzania)"
1969,Historical,Caldera,False,False,Narugo (Japan)
1971,Historical,Estratovolcán,False,False,"Hudson, Cerro (Chile)"
1973,Historical,Volcán Complejo,False,False,Iliwerung (Indonesia)
1979,Historical,Estratovolcán,False,False,Karkar (Papua New Guinea)
1981,Historical,Estratovolcán,False,False,Etna (Italy)
1982,Historical,Cono De Toba,False,True,"Chichon, El (Mexico)"
1993,Historical,Volcán Complejo,False,False,Galeras (Colombia)
2002,Historical,Estratovolcán,False,True,Etna (Italy)
2008,Historical,Estratovolcán,False,False,Huila (Colombia)
2011,Holocene,Estratovolcán,False,False,Puyehue (Chile)
2013,Historical,Arandela De Cúpula,False,False,Okataina (New Zealand)
2014,Historical,Volcán Complejo,False,False,On-take (Japan)
2014,Historical,Estratovolcán,False,False,Gamalama (Indonesia)
2018,Historical,Estratovolcán,False,False,Mayon (Philippines)
2018,Historical,Estratovolcán,False,False,Manam (Papua New Guinea)
-4360,Holocene,Caldera,False,False,Macauley Island (New Zealand)
-4000,Historical,Caldera,False,False,Pago (Papua New Guinea)
-50,Radiocarbon,Escudo Piroclástico,False,False,Apoyeque (Nicaragua)
46,Historical,Volcán En Escudo,True,False,Santorini (Greece)
500,Historical,Campo Volcánico,False,False,"Arhab, Harra of (Yemen)"
787,Historical,Volcán Complejo,False,False,Vesuvius (Italy)
1536,Historical,Estratovolcán,False,False,Etna (Italy)
1690,Historical,Volcán Complejo,True,False,Vesuvius (Italy)
1726,Historical,Estratovolcán,False,False,Bardarbunga (Iceland)
1730,Historical,Estratovolcán,False,False,Raung (Indonesia)
1742,Historical,Estratovolcán,False,False,Cotopaxi (Ecuador)
1749,Historical,Estratovolcán,True,True,Taal (Philippines)
1848,Historical,Estratovolcán,False,False,Kelut (Indonesia)
1861,Historical,Estratovolcán,False,True,Dubbi (Eritrea)
1892,Historical,Caldera,True,False,Tofua (Tonga)
1897,Historical,Estratovolcán,False,False,Mayon (Philippines)
1902,Historical,Estratovolcán,True,False,Pelee (Martinique)
1912,Historical,Volcán En Escudo,False,False,"Nyamuragira (Congo, DRC)"
1919,Historical,Estratovolcán,False,False,Popocatepetl (Mexico)
1919,Historical,Volcán Submarino,True,False,Banua Wuhu (Indonesia)
1923,Historical,Volcanes Submarinos,True,True,"Cendres, Ile des (Vietnam)"
1929,Historical,Estratovolcán,False,False,Etna (Italy)
1939,Historical,Estratovolcán,False,False,Tori-shima (Japan)
1940,Historical,Estratovolcán,False,False,Karangetang [Api Siau] (Indonesia)
1947,Historical,Volcán Complejo,False,False,Asama (Japan)
1957,Historical,Estratovolcán,False,False,Oshima (Japan)
1979,Historical,Caldera,False,False,Aso (Japan)
1980,Historical,Estratovolcán,False,False,Hood (United States)
1989,Historical,Volcán En Escudo,False,False,Kirishima (Japan)
1994,Historical,Caldera,False,False,Aso (Japan)
2001,Historical,Estratovolcán,False,False,Etna (Italy)
2011,Historical,Estratovolcán,False,False,Bulusan (Philippines)
2014,Historical,Estratovolcán,False,False,Kelut (Indonesia)
-1370,Historical,Caldera,False,False,Pago (Papua New Guinea)
710,Historical,Caldera,False,False,Pago (Papua New Guinea)
1853,Historical,Estratovolcán,False,False,Mayon (Philippines)
1872,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1878,Historical,Estratovolcán,True,False,Yasur (Vanuatu)
1905,Historical,Volcán En Escudo,True,False,Savai'i (Samoa)
1918,Historical,Volcán Subglacial,False,False,Katla (Iceland)
1944,Historical,Estratovolcán,True,False,Stromboli (Italy)
1952,Holocene,Volcán Submarino,True,False,Myojun Knoll (Japan)
1955,Historical,Cono Piroclástico,False,False,Carran-Los Venados (Chile)
1961,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1975,Historical,Estratovolcán,False,False,Arenal (Costa Rica)
1980,Historical,Estratovolcán,False,False,Hekla (Iceland)
1981,Historical,Estratovolcán,False,False,Paluweh (Indonesia)
1988,Historical,Volcán Complejo,False,False,Akita-Yake-yama (Japan)
1991,Historical,Volcán En Escudo,False,False,Karthala (Comoros)
1994,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1995,Historical,Estratovolcán,False,False,Yake-dake (Japan)
2002,Historical,Estratovolcán,True,False,Stromboli (Italy)
2003,Historical,Estratovolcán,True,False,Soufriere Hills (Montserrat)
2010,Historical,Estratovolcán,False,False,Tungurahua (Ecuador)
2018,Historical,Estratovolcán,False,False,Fuego (Guatemala)
-1050,Historical,Estratovolcán,False,False,Pinatubo (Philippines)
764,Historical,Estratovolcán,False,False,Sakura-jima (Japan)
766,Historical,Estratovolcán,True,True,Sakura-jima (Japan)
1760,Historical,Estratovolcán,False,False,Makian (Indonesia)
1766,Historical,Estratovolcán,False,False,Hekla (Iceland)
1790,Historical,Volcán En Escudo,False,False,Kilauea (United States)
1803,Historical,Volcán Complejo,False,False,Asama (Japan)
1813,Historical,Volcán Complejo,True,False,Vesuvius (Italy)
1825,Historical,Estratovolcán,False,False,Shishaldin (United States)
1869,Historical,Estratovolcán,False,False,Lamongan (Indonesia)
1883,Historical,Caldera,True,False,Krakatau (Indonesia)
1900,Historical,Volcán Complejo,False,False,Asama (Japan)
1914,Historical,Estratovolcán,False,False,White Island (New Zealand)
1928,Historical,Estratovolcán,True,False,Paluweh (Indonesia)
1952,Holocene,Volcán Submarino,True,False,Myojun Knoll (Japan)
1953,Historical,Volcán Complejo,False,False,Sirung (Indonesia)
1963,Historical,Estratovolcán,False,False,Villarrica (Chile)
1976,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1977,Historical,Estratovolcán,False,False,Usu (Japan)
1980,Historical,Estratovolcán,True,True,St. Helens (United States)
1981,Tephrochronology,Estratovolcán,False,False,Vilyuchik (Russia)
1985,Historical,Estratovolcán,False,False,Ruiz (Colombia)
1990,Historical,Estratovolcán,False,False,Shiveluch (Russia)
1990,Historical,Estratovolcán,False,False,Santa Maria (Guatemala)
1995,Historical,Estratovolcán,False,False,Yasur (Vanuatu)
2006,Historical,Estratovolcán,False,False,Merapi (Indonesia)
2010,Historical,Estratovolcán,False,False,Eyjafjallajokull (Iceland)
2010,Historical,Estratovolcán,False,False,Tungurahua (Ecuador)
2011,Historical,Volcán Subglacial,False,False,Katla (Iceland)
2015,Holocene,Estratovolcán,False,False,Sinabung (Indonesia)
2018,Historical,Escudo Piroclástico,False,True,Ambrym (Vanuatu)
2019,Historical,Estratovolcán,False,False,Manam (Papua New Guinea)
-3550,Historical,Estratovolcán,False,False,Pinatubo (Philippines)
1050,Historical,Volcán En Escudo,True,False,Santorini (Greece)
1177,Historical,Volcán Subglacial,False,False,Katla (Iceland)
1595,Historical,Estratovolcán,False,False,Ruiz (Colombia)
1598,Historical,Caldera,False,False,Banda Api (Pacific Ocean)
1638,Historical,Estratovolcán,False,False,Raung (Indonesia)
1659,Historical,Estratovolcán,False,True,San Salvador (El Salvador)
1684,Historical,Caldera,False,False,Grimsvotn (Iceland)
1693,Historical,Estratovolcán,True,False,Hekla (Iceland)
1694,Historical,Caldera,False,False,Banda Api (Pacific Ocean)
1794,Historical,Volcán Complejo,False,False,Vesuvius (Italy)
1800,Historical,Grieta De Viento,False,False,San Jorge (Portugal)
1816,Historical,Caldera,False,False,Aso (Japan)
1817,Historical,Estratovolcán,False,False,Ijen (Indonesia)
1825,Holocene,Estratovolcán,False,False,Balbi (Papua New Guinea)
1846,Historical,Estratovolcán,False,False,E-san (Japan)
1875,Historical,Estratovolcán,False,False,Mayon (Philippines)
1889,Historical,Volcán Submarino,True,True,Banua Wuhu (Indonesia)
1912,Historical,Caldera,False,False,Novarupta (United States)
1953,Radiocarbon,Volcán Complejo,False,False,Hakone (Japan)
1961,Tephrochronology,Estratovolcán,False,False,Daisetsu (Japan)
1964,Historical,Volcán Complejo,False,False,Dieng Volc Complex (Indonesia)
1965,Historical,Volcán Submarino,True,False,Kick-'em-Jenny (Netherlands)
1971,Historical,Estratovolcán,True,False,Tinakula (Solomon Is.)
1976,Historical,Estratovolcán,False,False,Semeru (Indonesia)
1976,Historical,Estratovolcán,False,False,Karangetang [Api Siau] (Indonesia)
1978,Historical,Estratovolcán,False,False,Santa Maria (Guatemala)
1983,Historical,Estratovolcán,False,False,Kliuchevskoi (Russia)
1986,Historical,Estratovolcán,False,False,Oshima (Japan)
1992,Historical,Estratovolcán,False,False,Karangetang [Api Siau] (Indonesia)
2002,Historical,Estratovolcán,False,False,Karangetang [Api Siau] (Indonesia)
2013,Historical,Estratovolcán,False,False,Paluweh (Indonesia)
2013,Holocene,Estratovolcán,False,False,Sinabung (Indonesia)
2017,Holocene,Estratovolcán,False,False,Sinabung (Indonesia)
2018,Historical,Caldera,True,False,Krakatau (Indonesia)
2019,Historical,Estratovolcán,False,False,Ulawun (Papua New Guinea)
450,Historical,Caldera,False,False,Ilopango (El Salvador)
1565,Historical,Volcán Complejo,False,True,Pacaya (Guatemala)
1716,Historical,Volcán En Escudo,False,False,Kirishima (Japan)
1721,Historical,Volcán Complejo,False,False,Asama (Japan)
1762,Historical,Estratovolcán,False,False,Kliuchevskoi (Russia)
1784,Historical,Estratovolcán,False,False,Sabancaya (Peru)
1786,Historical,Volcán Complejo,False,False,Dieng Volc Complex (Indonesia)
1800,Historical,Volcán Complejo,False,False,Guntur (Indonesia)
1800,Historical,Volcán En Escudo,False,False,Hualalai (United States)
1839,Uncertain,Volcán Submarino,True,False,Unnamed (Chile)
1861,Historical,Caldera,False,False,Grimsvotn (Iceland)
1878,Historical,Escudo Piroclástico,True,True,Rabaul (Papua New Guinea)
1901,Historical,Estratovolcán,False,False,Kelut (Indonesia)
1911,Historical,Estratovolcán,True,True,Taal (Philippines)
1917,Historical,Estratovolcán,False,False,"Lengai, Ol Doinyo (Tanzania)"
1921,Historical,Estratovolcán,False,False,Nasu (Japan)
1933,Radiocarbon,Volcán Complejo,False,False,Hakone (Japan)
1941,Historical,Estratovolcán,False,False,Semeru (Indonesia)
1944,Historical,Estratovolcán,False,False,Usu (Japan)
1947,Historical,Estratovolcán,False,False,Hekla (Iceland)
1976,Historical,Estratovolcán,False,False,Kusatsu-Shirane (Japan)
1979,Historical,Estratovolcán,False,False,Etna (Italy)
1982,Historical,Estratovolcán,False,False,Galunggung (Indonesia)
1988,Historical,Estratovolcán,False,False,Arenal (Costa Rica)
2005,Historical,Volcán En Escudo,False,False,Karthala (Comoros)
2010,Historical,Estratovolcán,False,False,Tengger Caldera (Indonesia)
200,Historical,Campo Volcánico,False,False,"Arhab, Harra of (Yemen)"
640,Anthropology,Campo Volcánico,False,False,"Uwayrid, Harrat (Saudi Arabia)"
1169,Historical,Estratovolcán,True,False,Etna (Italy)
1600,Historical,Estratovolcán,False,True,Huaynaputina (Peru)
1629,Historical,Caldera,False,False,Grimsvotn (Iceland)
1717,Historical,Estratovolcán,False,False,Bardarbunga (Iceland)
1778,Historical,Estratovolcán,False,False,Raikoke (Russia)
1789,Historical,Estratovolcán,False,False,Oshima (Japan)
1805,Historical,Volcán Complejo,False,False,Vesuvius (Italy)
1829,Historical,Volcán Complejo,False,False,Guntur (Indonesia)
1837,Historical,Volcán Complejo,True,True,Peuet Sague (Indonesia)
1853,Historical,Volcán Submarino,True,False,Unnamed (Taiwan)
1854,Historical,Caldera,False,False,Aso (Japan)
1860,Historical,Estratovolcán,False,False,Semeru (Indonesia)
1871,Historical,Estratovolcán,True,True,Camiguin (Philippines)
1875,Historical,Estratovolcán,False,False,Askja (Iceland)
1886,Historical,Estratovolcán,False,False,Tungurahua (Ecuador)
1886,Historical,Arandela De Cúpula,False,False,Okataina (New Zealand)
1893,Historical,Estratovolcán,False,False,Calbuco (Chile)
1951,Historical,Estratovolcán,False,False,Camiguin (Philippines)
1953,Holocene,Volcán Submarino,True,False,Myojun Knoll (Japan)
1957,Historical,Volcán Complejo,False,False,Unzen (Japan)
1981,Historical,Estratovolcán,False,False,Semeru (Indonesia)
1993,Historical,Estratovolcán,False,False,Wurlali (Indonesia)
1993,Historical,Estratovolcán,False,False,Pinatubo (Philippines)
1996,Historical,Estratovolcán,False,False,Kanlaon (Philippines)
2013,Historical,Estratovolcán,False,False,Mayon (Philippines)
2017,Historical,Estratovolcán,False,False,Etna (Italy)
2017,Historical,Volcán Complejo,False,False,Dieng Volc Complex (Indonesia)
-141,Historical,Estratovolcán,False,False,Etna (Italy)
1262,Historical,Volcán Subglacial,False,False,Katla (Iceland)
1300,Historical,Estratovolcán,False,False,Hekla (Iceland)
1331,Historical,Caldera,False,False,Aso (Japan)
1714,Historical,Volcán Complejo,True,False,Vesuvius (Italy)
1907,Historical,Volcán En Escudo,True,False,Savai'i (Samoa)
1911,Historical,Volcán Complejo,False,False,Asama (Japan)
1913,Historical,Estratovolcán,False,False,Colima (Mexico)
1944,Historical,Estratovolcán,False,False,Cleveland (United States)
1952,Holocene,Volcán Submarino,True,False,Myojun Knoll (Japan)
1960,Holocene,Estratovolcán,True,True,Puyehue (Chile)
1971,Historical,Estratovolcán,False,False,La Palma (Spain)
1972,Historical,Estratovolcán,True,False,Ritter Island (Papua New Guinea)
1979,Historical,Estratovolcán,False,False,Soufriere St. Vincent (St. Vincent & the Grenadines)
1983,Historical,Estratovolcán,False,True,Miyake-jima (Japan)
1984,Historical,Estratovolcán,False,False,Etna (Italy)
1990,Historical,Caldera,False,False,Aso (Japan)
1991,Historical,Estratovolcán,False,False,Etna (Italy)
1994,Historical,Estratovolcán,False,False,Semeru (Indonesia)
2007,Historical,Estratovolcán,False,False,Salak (Indonesia)
2017,Historical,Estratovolcán,False,False,Fuego (Guatemala)
2017,Historical,Volcán En Escudo,False,False,Aoba (Vanuatu)
2018,Historical,Volcán En Escudo,False,False,Aoba (Vanuatu)
2019,Historical,Estratovolcán,True,False,Stromboli (Italy)
-1550,Historical,Estratovolcán,False,False,Redoubt (United States)
-250,Historical,Estratovolcán,False,False,Raoul Island (New Zealand)
1640,Historical,Estratovolcán,True,True,Komaga-take (Japan)
1785,Historical,Estratovolcán,False,False,Aoga-shima (Japan)
1812,Historical,Estratovolcán,False,False,Awu (Indonesia)
1853,Historical,Volcán En Escudo,False,False,Niuafo'ou (Tonga)
1892,Historical,Estratovolcán,False,False,Sorikmarapi (Indonesia)
1917,Historical,Estratovolcán,False,False,Calbuco (Chile)
1938,Historical,Volcán Complejo,False,False,Asama (Japan)
1941,Historical,Volcán Complejo,False,False,Asama (Japan)
1943,Historical,Cono De Ceniza,False,False,Michoacan-Guanajuato (Mexico)
1944,Historical,Volcán Complejo,False,False,Dieng Volc Complex (Indonesia)
1953,Historical,Estratovolcán,False,False,Oshima (Japan)
1973,Historical,Estratovolcán,False,False,"Hudson, Cerro (Chile)"
1990,Historical,Caldera,False,False,Aso (Japan)
1991,Historical,Estratovolcán,False,True,Pinatubo (Philippines)
1992,Historical,Estratovolcán,False,False,Pinatubo (Philippines)
1995,Historical,Estratovolcán,False,False,Fogo (Cape Verde)
1996,Historical,Estratovolcán,False,False,Manam (Papua New Guinea)
2000,Historical,Volcán En Escudo,False,False,Kilauea (United States)
2005,Historical,Estratovolcán,False,False,Santa Ana (El Salvador)
2006,Historical,Estratovolcán,True,False,Soufriere Hills (Montserrat)
2015,Historical,Estratovolcán,False,False,Calbuco (Chile)
2017,Historical,Caldera,False,False,Campi Flegrei (Italy)
2018,Holocene,Estratovolcán,False,False,Kadovar (Papua New Guinea)
2018,Historical,Estratovolcán,False,False,Ijen (Indonesia)
-4350,Historical,Caldera,False,False,Kikai (Japan)
934,Historical,Volcán Subglacial,False,False,Katla (Iceland)
1250,Historical,Estratovolcán,False,False,Fentale (Ethiopia)
1389,Historical,Estratovolcán,False,False,Hekla (Iceland)
1471,Historical,Estratovolcán,False,False,Sakura-jima (Japan)
1500,Historical,Volcán Subglacial,False,False,Katla (Iceland)
1590,Historical,Estratovolcán,False,False,Colima (Mexico)
1596,Historical,Volcán Complejo,False,False,Asama (Japan)
1606,Historical,Estratovolcán,True,False,Hachijo-jima (Japan)
1712,Historical,Estratovolcán,False,False,Bardarbunga (Iceland)
1716,Historical,Estratovolcán,False,False,Bardarbunga (Iceland)
1737,Historical,Volcán Complejo,False,False,Vesuvius (Italy)
1779,Historical,Estratovolcán,False,False,Sakura-jima (Japan)
1783,Historical,Volcán Complejo,False,False,Asama (Japan)
1822,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1840,Historical,Estratovolcán,False,False,Tinakula (Solomon Is.)
1845,Historical,Estratovolcán,True,True,Soputan (Indonesia)
1847,Historical,Estratovolcán,False,False,Fogo (Cape Verde)
1856,Historical,Estratovolcán,True,True,Awu (Indonesia)
1861,Historical,Estratovolcán,False,False,Makian (Indonesia)
1903,Historical,Arandela De Cúpula,False,False,Okataina (New Zealand)
1951,Radiocarbon,Volcán Complejo,False,False,Hakone (Japan)
1954,Historical,Estratovolcán,False,False,Bam (Papua New Guinea)
1958,Tephrochronology,Estratovolcán,False,False,Daisetsu (Japan)
1962,Historical,Estratovolcán,False,False,Gamalama (Indonesia)
1969,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1973,Historical,Estratovolcán,False,False,Paluweh (Indonesia)
1974,Historical,Estratovolcán,False,False,Sakura-jima (Japan)
1978,Historical,Estratovolcán,False,False,Tangkubanparahu (Indonesia)
1983,Historical,Estratovolcán,False,False,Colo [Una Una] (Indonesia)
1987,Historical,Estratovolcán,False,False,Etna (Italy)
1994,Historical,Estratovolcán,False,False,Rinjani (Indonesia)
1996,Historical,Caldera,False,False,Grimsvotn (Iceland)
1997,Historical,Estratovolcán,False,False,Soufriere Hills (Montserrat)
1999,Historical,Estratovolcán,False,False,Guagua Pichincha (Ecuador)
2001,Historical,Estratovolcán,False,False,Merapi (Indonesia)
2002,Historical,Estratovolcán,False,False,"Nyiragongo (Congo, DRC)"
2011,Historical,Estratovolcán,False,False,Karangetang [Api Siau] (Indonesia)
2012,Historical,Volcán En Escudo,False,False,Kilauea (United States)
2012,Historical,Volcán En Escudo,False,False,Kilauea (United States)
1631,Historical,Volcán En Escudo,False,True,Dama Ali (Ethiopia)
1659,Historical,Estratovolcán,True,False,Teon (Pacific Ocean)
1664,Historical,Volcán Complejo,True,False,Iwo-Tori-shima (Japan)
1707,Historical,Volcán En Escudo,True,False,Santorini (Greece)
1729,Historical,Caldera,False,False,Krafla (Iceland)
1780,Historical,Estratovolcán,False,False,Sakura-jima (Japan)
1835,Historical,Caldera,False,True,Banda Api (Pacific Ocean)
1843,Historical,Estratovolcán,True,False,Soufriere Guadeloupe (Guadeloupe)
1854,Historical,Estratovolcán,False,False,Shiveluch (Russia)
1856,Historical,Estratovolcán,True,False,Shishaldin (United States)
1860,Historical,Estratovolcán,False,False,Fuego (Guatemala)
1868,Historical,Estratovolcán,True,True,Etna (Italy)
1872,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1875,Historical,Estratovolcán,False,False,Kelut (Indonesia)
1878,Historical,Estratovolcán,True,True,Yasur (Vanuatu)
1909,Historical,Estratovolcán,False,True,"Cameroon, Mt. (Cameroon)"
1914,Historical,Caldera,False,False,Pago (Papua New Guinea)
1917,Historical,Arandela De Cúpula,False,False,Okataina (New Zealand)
1930,Historical,Caldera,True,False,Krakatau (Indonesia)
1930,Historical,Estratovolcán,True,False,Stromboli (Italy)
1934,Historical,Estratovolcán,False,False,Hood (United States)
1946,Historical,Estratovolcán,True,False,Sarychev Peak (Russia)
1954,Historical,Estratovolcán,True,False,Stromboli (Italy)
1955,Historical,Estratovolcán,False,False,Sakura-jima (Japan)
1962,Historical,Estratovolcán,False,False,Merapi (Indonesia)
1990,Historical,Estratovolcán,False,False,Kelut (Indonesia)
1993,Historical,Volcán Complejo,False,False,Unzen (Japan)
2010,Historical,Estratovolcán,False,False,Karangetang [Api Siau] (Indonesia)
2014,Historical,Volcán En Escudo,False,False,Kilauea (United States)
2016,Holocene,Estratovolcán,False,False,Sinabung (Indonesia)
2019,Historical,Estratovolcán,False,False,Manam (Papua New Guinea)
2019,Holocene,Estratovolcán,False,False,Sinabung (Indonesia)
